762.000,338.000,111.000,37.000
761.764,337.867,113.618,37.466
758.953,336.955,113.959,38.442
756.300,337.471,117.222,39.371
754.464,336.346,117.536,40.577
752.876,336.373,120.207,41.176
750.590,335.607,121.344,41.904
748.508,335.818,120.889,42.125
748.808,336.945,119.750,42.126
746.647,336.466,120.427,42.167
745.889,336.399,121.332,42.836
744.000,336.567,122.413,43.226
744.693,337.088,121.181,43.018
743.067,337.871,119.175,42.861
741.351,339.139,119.628,42.682
742.608,340.042,118.516,42.469
741.599,340.039,119.160,42.397
740.827,340.818,119.336,42.309
740.181,341.192,119.208,42.091
741.341,341.218,118.740,42.254
740.952,341.758,118.853,42.623
742.895,343.570,119.855,42.867
742.895,343.846,120.834,42.876
743.795,345.353,121.322,42.506
746.162,345.237,120.844,42.825
747.577,345.359,120.497,42.794
747.701,346.029,120.872,42.597
747.904,347.172,121.789,42.710
748.505,347.055,121.159,41.854
751.160,347.713,122.429,42.497
751.002,348.400,123.353,42.211
752.142,348.383,123.612,42.233
755.115,348.864,120.408,41.611
756.517,349.238,119.882,41.954
756.758,348.911,119.940,41.924
758.383,349.649,120.732,42.461
760.043,350.845,121.701,41.777
759.408,351.326,122.557,41.639
761.656,351.783,121.663,41.580
763.245,352.035,123.749,41.624
762.786,352.356,125.389,42.473
763.381,351.879,123.311,42.870
765.615,351.470,122.964,43.378
766.259,350.872,124.670,43.079
766.613,352.446,123.627,42.852
767.571,352.368,124.136,43.238
767.000,352.520,124.276,43.683
768.371,352.309,125.347,43.530
768.404,353.263,126.326,42.975
767.882,353.055,127.709,43.397
768.321,353.554,127.235,43.698
769.992,353.237,128.749,43.265
768.151,354.732,126.308,42.643
769.184,354.052,126.109,42.933
767.751,354.635,127.251,42.629
767.041,354.417,125.946,42.909
767.795,355.058,126.072,42.423
768.527,355.083,125.281,42.243
767.603,354.082,124.926,42.772
768.379,355.501,123.592,41.754
768.272,354.470,123.518,42.430
767.501,355.703,124.979,41.984
765.261,355.778,124.219,42.045
765.084,357.670,125.392,41.490
767.714,358.120,121.350,39.472
764.280,358.525,122.304,40.186
766.374,357.781,122.520,40.553
763.989,358.657,124.135,41.317
767.101,359.135,125.015,41.043
764.718,359.194,126.228,41.296
767.480,359.244,125.065,41.216
765.425,359.850,125.857,41.067
767.106,361.180,124.004,40.052
767.927,361.327,124.757,40.231
767.641,362.254,123.002,39.402
767.076,363.318,124.425,39.209
766.074,362.252,124.637,40.094
767.028,363.504,124.169,39.541
766.207,363.514,123.795,39.483
765.820,363.591,126.029,39.251
765.039,364.623,126.793,38.959
767.071,364.664,126.126,39.205
766.312,365.031,126.963,38.527
766.096,365.064,125.551,38.772
768.577,364.186,124.232,39.246
768.690,365.423,122.022,39.084
769.280,365.746,122.332,39.071
771.562,365.442,121.667,39.158
772.378,365.505,120.212,39.484
772.948,365.915,120.471,39.652
773.227,365.400,119.853,39.847
774.950,365.941,120.038,39.195
774.059,364.613,120.475,39.360
774.173,364.175,119.058,39.115
775.395,364.777,121.764,39.047
771.983,364.677,121.346,38.802
775.189,364.989,118.611,38.111
777.867,365.647,118.748,37.713
775.997,364.243,118.502,38.387
776.683,363.336,121.263,38.902
776.060,363.303,122.053,39.205
777.086,362.484,121.267,39.900
778.419,361.755,121.264,40.216
781.403,361.865,121.833,39.701
779.174,361.399,120.947,40.203
782.689,361.775,122.044,39.386
782.650,360.810,122.208,39.842
784.631,360.451,122.745,40.059
785.508,360.349,124.454,40.140
787.814,358.908,120.930,40.037
789.277,358.051,124.254,40.662
789.458,356.400,122.998,41.271
787.881,356.975,126.740,41.863
793.816,355.234,120.543,42.328
790.619,354.201,126.128,43.033
793.745,356.116,123.711,41.993
794.463,353.400,119.707,41.792
795.111,352.186,124.683,43.293
796.306,352.826,123.822,43.402
797.497,351.541,122.621,44.180
798.167,350.884,121.424,44.140
798.053,351.487,124.607,43.868
801.172,351.386,122.983,42.997
801.565,351.256,122.542,43.001
801.495,351.172,122.950,42.968
802.749,351.790,123.886,42.385
803.272,349.788,121.374,42.744
806.086,349.003,123.493,43.466
808.664,347.895,117.883,42.818
809.489,347.806,120.407,43.221
810.553,348.114,118.773,43.066
809.296,348.158,120.208,43.222
808.872,347.661,119.634,43.173
807.288,346.589,120.234,43.016
806.697,346.268,121.146,43.379
807.424,346.746,122.608,42.982
807.511,345.579,120.399,43.866
808.614,345.181,121.558,43.360
808.107,342.614,120.711,43.962
808.056,342.108,123.856,43.769
807.140,342.100,123.893,43.545
807.106,342.412,125.391,43.037
807.655,341.524,123.768,43.796
807.031,341.417,126.669,43.234
807.227,341.574,126.354,43.440
807.825,340.715,125.351,43.588
809.544,340.426,123.704,43.977
808.528,342.012,126.278,43.200
810.697,341.209,124.006,43.242
810.359,342.262,124.832,42.830
813.651,340.453,120.987,43.274
812.190,340.197,125.385,43.801
812.158,341.386,126.056,43.479
814.231,339.918,124.525,43.862
814.842,338.871,126.762,45.138
817.222,339.053,126.841,45.679
818.222,339.722,125.630,45.172
821.540,340.091,124.731,44.840
821.915,338.671,123.957,45.924
822.134,339.514,127.013,45.485
823.581,339.438,121.583,43.907
824.071,339.359,124.477,44.681
827.290,338.606,123.790,44.449
827.043,337.911,124.824,44.764
828.932,337.145,125.233,44.904
831.047,337.599,125.607,45.385
830.163,337.208,126.029,45.807
832.247,338.081,126.151,45.787
833.898,338.027,124.848,45.430
835.994,339.484,125.259,44.028
836.470,338.837,123.880,43.983
840.440,339.306,123.329,43.449
839.529,338.750,123.275,43.963
841.310,338.495,123.721,43.876
844.605,338.685,123.938,44.475
845.064,336.781,122.388,45.765
847.200,339.056,124.601,45.069
847.986,338.118,121.773,44.404
849.268,338.720,123.204,43.964
851.052,338.435,122.551,43.839
850.803,339.760,124.454,43.814
852.461,339.391,123.901,42.271
852.444,339.511,126.734,42.595
852.791,339.736,125.876,42.308
854.766,339.811,125.356,42.002
856.030,340.138,124.933,42.266
856.101,339.690,126.645,41.880
856.550,340.019,126.185,41.539
858.460,340.589,125.341,40.986
860.036,340.507,126.727,41.223
860.321,340.174,128.016,41.195
860.889,340.013,126.936,41.122
864.371,340.973,123.144,40.816
866.739,341.752,124.547,40.487
868.967,340.858,123.402,40.508
869.730,339.844,125.394,41.513
870.071,338.380,126.036,42.269
870.982,337.350,125.205,43.298
874.377,338.075,127.960,42.965
876.010,339.103,126.556,42.371
877.403,338.646,128.220,41.749
881.166,338.867,127.927,41.637
879.946,339.375,128.380,41.530
880.425,341.397,132.660,41.456
882.973,342.445,133.126,40.371
885.342,343.070,133.640,39.478
889.140,343.314,134.139,39.747
892.007,343.245,130.774,39.928
893.110,343.613,130.225,40.022
896.097,343.303,130.273,40.099
896.293,343.825,132.687,40.330
898.341,343.115,132.212,40.271
902.194,343.199,133.980,40.833
900.239,340.473,133.115,41.669
901.037,340.763,136.030,41.844
902.572,341.141,137.003,42.061
904.448,340.372,137.156,41.568
908.695,339.829,141.291,42.717
912.054,339.103,136.217,43.368
914.918,339.107,137.991,43.946
916.415,337.954,135.080,43.846
918.030,337.081,137.178,44.782
922.078,336.042,132.287,45.020
927.108,335.252,133.001,45.686
931.917,335.394,127.792,45.179
934.524,335.228,128.170,44.599
934.646,335.320,127.269,44.608
936.310,334.775,128.347,44.599
938.087,334.741,129.092,43.583
940.557,334.501,130.842,44.342
945.867,332.761,126.853,43.747
946.566,331.503,129.882,45.222
947.341,330.411,128.563,45.654
948.506,331.024,130.681,46.486
949.901,331.378,129.419,45.185
950.863,331.759,130.923,43.605
954.223,332.075,130.941,43.787
956.109,332.408,130.436,42.926
955.600,332.397,130.558,43.564
957.979,331.997,130.835,42.739
957.056,331.581,131.231,43.685
958.641,330.878,131.504,43.448
956.864,331.685,132.088,43.746
957.366,331.594,132.081,43.064
957.545,331.438,131.842,43.668
957.910,330.779,131.974,43.341
957.119,330.634,130.832,44.443
956.591,329.954,129.223,44.823
957.324,329.644,131.816,44.914
956.335,330.060,134.662,45.096
955.459,330.492,136.836,45.052
958.040,329.209,136.514,44.912
958.018,328.904,136.581,45.822
958.422,329.156,137.858,45.310
959.175,329.591,138.363,44.816
960.842,329.807,140.022,44.424
963.482,330.516,135.032,43.790
964.220,329.963,136.036,44.093
967.423,329.359,134.707,44.456
967.230,328.583,133.729,44.816
970.699,328.549,134.745,44.546
971.366,328.510,134.415,45.087
971.105,327.661,135.095,45.454
973.486,327.849,133.419,45.852
973.647,328.374,135.053,45.623
975.512,327.437,132.322,45.829
977.011,326.186,132.600,45.992
977.707,325.811,133.409,46.283
978.729,326.370,133.283,46.145
980.893,325.657,132.272,46.445
981.950,325.476,131.138,46.290
982.423,324.549,130.843,46.196
983.732,324.941,133.543,45.820
985.230,325.402,132.304,45.540
984.836,324.660,132.194,46.251
988.007,325.491,132.936,45.802
993.124,324.915,133.053,45.217
995.350,323.855,132.956,46.486
998.540,324.762,134.205,45.914
1004.132,325.192,135.003,45.598
1002.874,324.740,134.174,45.058
1007.400,324.409,132.945,45.507
1011.643,324.083,134.128,45.662
1013.574,322.349,133.742,45.752
1014.364,321.931,133.813,45.324
1017.330,321.179,135.212,45.890
1015.787,321.304,135.928,45.826
1017.819,321.288,134.768,45.740
1020.844,320.835,131.287,44.920
1022.383,319.452,133.220,45.373
1023.555,319.863,132.866,45.631
1025.011,320.327,132.959,45.051
1025.042,319.864,133.753,45.076
1027.159,319.397,134.564,45.658
1028.744,320.153,134.377,45.866
1030.324,320.619,134.521,46.304
1032.662,321.293,134.759,46.005
1033.187,321.126,134.843,45.530
1032.087,321.142,137.242,45.152
1036.073,321.052,137.647,45.269
1038.561,319.841,136.890,45.790
1041.833,320.630,135.753,45.757
1047.040,320.622,135.774,45.405
1049.591,321.556,136.304,45.335
1049.499,320.991,135.986,45.022
1052.846,320.141,138.423,45.584
1056.942,319.915,136.694,45.259
1060.475,319.917,136.222,45.449
1065.370,319.416,135.247,45.152
1070.099,319.254,137.020,46.390
1071.946,319.761,137.411,46.048
1074.254,318.420,138.938,46.720
1078.383,318.711,136.309,46.542
1083.579,318.580,134.868,47.201
1084.724,318.649,135.305,47.190
1087.971,317.845,136.057,47.778
1088.797,317.487,135.433,47.928
1088.623,317.784,135.894,48.779
1091.354,317.540,137.501,48.411
1093.489,317.162,137.365,48.594
1096.532,317.064,133.726,47.157
1097.703,315.721,135.897,47.365
1098.365,315.313,134.927,47.547
1100.603,315.210,137.509,47.897
1101.569,315.313,136.426,47.750
1104.298,314.947,136.726,47.381
1105.019,314.137,137.384,47.228
1105.903,313.730,139.657,47.408
1106.440,313.570,140.452,47.507
1110.411,311.118,139.012,47.979
1109.253,310.089,140.778,48.263
1113.088,308.990,139.177,48.894
1114.102,307.019,139.718,49.721
1112.116,305.880,140.418,50.590
1113.678,306.782,138.446,50.390
1114.137,307.167,139.836,50.142
1113.476,305.953,141.445,50.614
1116.092,305.744,140.408,50.498
1115.717,306.126,141.656,49.666
1118.354,305.914,142.942,49.875
1117.750,306.420,143.273,49.690
1117.355,305.421,144.187,49.861
1118.448,305.123,142.716,50.069
1120.569,303.889,143.486,50.339
1120.435,303.491,141.343,49.883
1121.976,302.656,141.640,49.655
1120.868,303.004,142.153,49.481
1121.838,302.720,141.411,49.429
1121.847,303.457,142.947,49.239
1123.304,303.504,142.385,49.977
1124.134,302.774,142.922,50.937
1125.287,302.628,143.468,51.126
1127.791,302.990,136.525,49.658
1127.128,303.726,140.466,49.961
1131.977,304.409,139.649,50.209
1132.352,303.910,138.021,50.204
1135.340,304.568,137.734,49.812
1139.031,303.914,135.837,50.065
1139.937,303.567,135.416,50.699
1141.526,304.363,136.163,50.133
1146.048,303.421,133.977,50.818
1143.906,303.331,131.823,50.239
1145.836,303.416,133.321,50.284
1146.336,302.786,132.293,50.942
1146.633,302.181,130.430,51.844
1147.705,302.485,131.485,52.001
1146.864,303.102,131.085,51.915
1149.408,303.752,130.394,51.290
1150.079,303.106,130.070,51.248
1150.783,302.860,126.739,51.225
1152.142,303.019,126.971,50.925
1152.529,302.597,126.167,50.937
1153.019,302.921,125.438,51.033
1151.197,302.941,124.815,51.649
1151.613,303.474,125.236,51.718
1151.508,305.297,126.836,51.782
1150.956,307.073,125.603,51.517
1149.444,306.694,127.081,51.325
1150.860,307.034,126.771,50.682
1151.370,307.038,125.802,50.966
1151.893,307.458,126.012,50.346
1151.420,306.921,126.691,50.275
1149.747,307.305,127.289,49.647
1150.992,305.796,125.811,50.700
1151.743,305.725,122.201,50.273
1150.032,305.015,124.579,50.676
1148.747,304.110,125.818,51.096
1148.419,303.335,128.353,51.331
1147.422,302.328,129.417,51.936
1146.052,301.690,129.825,52.475
1146.270,301.325,129.428,53.442
1144.505,299.798,128.968,54.584
1144.637,299.733,128.750,54.454
1143.050,298.840,130.266,54.771
1144.002,297.892,130.555,55.235
1141.945,296.651,132.060,56.261
1140.010,294.272,132.974,58.137
1138.803,293.505,135.126,59.124
1137.680,293.872,136.141,59.775
1136.269,293.982,135.095,59.485
1137.968,295.065,135.101,59.012
1133.460,296.631,138.273,58.610
1131.395,298.354,138.444,57.319
1131.599,300.462,139.155,55.936
1131.280,302.298,137.424,54.741
1132.221,302.726,137.559,53.962
1130.975,303.163,137.982,53.333
1131.757,302.663,137.527,53.194
1127.723,303.915,139.753,52.873
1127.406,304.187,139.372,52.428
1125.276,304.611,140.991,51.839
1126.647,303.995,139.869,52.306
1125.602,303.522,140.405,52.472
1126.368,303.586,140.089,52.822
1127.425,303.437,138.140,52.907
1125.149,305.149,140.336,52.145
1128.069,306.733,133.749,50.596
1126.499,306.993,134.222,50.175
1129.884,306.626,131.764,50.159
1126.885,308.156,135.372,50.201
1129.670,308.805,132.465,50.648
1124.058,309.064,136.358,51.168
1127.893,308.901,133.874,51.050
1124.999,309.939,134.929,50.366
1127.331,310.109,132.360,49.822
1124.283,310.426,133.622,50.081
1126.135,310.280,132.665,50.539
1123.477,310.543,133.552,50.517
1122.474,310.186,133.357,50.428
1118.246,309.805,135.277,50.906
1120.394,310.366,134.424,50.675
1114.489,309.398,134.855,51.599
1110.725,310.310,135.516,51.099
1107.549,309.314,136.414,52.447
1108.491,310.124,135.882,52.275
1100.636,310.661,137.863,52.333
1103.021,309.600,139.052,52.510
1099.903,309.657,138.319,52.581
1099.926,308.933,139.650,52.736
1098.687,308.918,140.143,52.209
1095.546,309.099,138.863,51.959
1093.219,309.399,139.912,51.502
1091.885,309.551,141.394,51.326
1089.295,309.768,142.294,50.723
1089.888,309.435,142.766,51.107
1088.552,309.161,142.002,51.499
1087.984,309.338,140.508,51.367
1085.629,308.325,140.521,52.529
1087.435,307.871,136.452,52.561
1085.459,308.050,137.075,52.657
1084.207,308.496,137.650,52.973
1082.068,310.092,137.918,52.345
1081.006,310.560,137.568,52.319
1077.229,310.957,137.796,53.014
1079.374,310.372,137.750,52.526
1076.128,310.696,136.511,52.996
1076.996,310.970,137.234,52.389
1072.465,309.977,137.015,53.546
1070.770,310.362,140.455,53.781
1067.809,310.328,141.814,53.653
1067.450,310.346,142.034,54.448
1064.935,310.396,144.072,55.024
1064.532,311.463,142.663,54.633
1063.036,312.524,144.532,54.695
1061.975,313.330,145.832,55.077
1059.476,314.453,147.142,54.584
1060.119,315.208,146.957,53.034
1057.040,316.107,147.979,52.774
1056.755,317.301,146.526,52.539
1056.761,318.985,145.947,51.742
1054.738,320.421,146.968,51.158
1055.020,321.276,146.634,51.656
1055.273,322.086,145.525,51.525
1053.838,322.194,145.218,52.312
1052.777,322.451,145.317,52.258
1051.153,322.409,144.126,52.580
1051.108,322.623,143.732,53.544
1051.279,322.281,141.851,54.621
1050.463,321.960,141.619,55.617
1049.195,324.170,141.553,55.678
1048.546,326.650,139.254,53.484
1047.035,329.234,139.408,51.830
1044.606,331.937,139.421,51.235
1041.777,334.154,140.521,50.034
1044.052,334.759,140.092,49.513
1041.924,335.546,141.191,48.585
1038.832,335.465,141.761,49.320
1037.188,335.996,139.973,49.076
1036.316,336.436,139.741,49.725
1034.065,337.302,138.967,49.481
1034.558,337.486,138.222,49.911
1033.276,338.697,138.306,49.148
1032.537,339.812,139.840,49.352
1029.699,341.675,140.333,48.296
1027.616,342.308,142.328,49.300
1025.354,343.124,142.309,49.780
1025.167,343.649,142.770,49.907
1024.399,345.024,142.233,49.577
1022.134,345.046,141.615,49.517
1020.097,346.222,140.401,49.821
1021.323,348.081,138.464,49.631
1017.783,348.980,139.686,49.631
1018.753,348.260,140.724,49.923
1016.507,349.043,139.464,49.618
1017.112,349.908,139.548,50.707
1015.629,351.418,138.081,49.752
1014.824,351.344,138.446,50.079
1012.451,351.731,139.160,50.643
1013.469,352.245,139.045,50.338
1011.194,352.761,139.127,50.429
1010.626,353.500,137.995,50.281
1007.795,354.057,139.806,50.749
1003.662,356.105,136.857,50.038
1004.721,356.063,135.949,49.077
1003.752,355.908,135.537,49.301
